ODA/NPL_GGXWDN,"Nepal General Government Net Debt, USD Billions"
ODA/NPL_GGX_NGDP,"Nepal General Government Total Expenditure, % of GDP"
ODA/NZL_NGDP_D,New Zealand GDP Deflator
ODA/NIC_NGDP_D,Nicaragua GDP Deflator
ODA/NIC_NGDPD,"Nicaragua GDP at Current Prices, USD Billions"
ODA/NIC_TMG_RPCH,"Nicaragua Imports of Goods, % change"
ODA/NIC_GGXWDG,"Nicaragua General Government Gross Debt, USD Billions"
ODA/NIC_BCA,"Nicaragua Current Account Balance, USD Billions"
ODA/NER_GGX_NGDP,"Niger General Government Total Expenditure, % of GDP"
ODA/NGA_TX_RPCH,"Nigeria Exports of Goods and services, % change"
ODA/OMN_PCPIPCH,"Oman Inflation % change, Average Consumer Prices"
ODA/NOR_PCPIEPCH,"Norway Inflation % change, End of Period Consumer Prices"
ODA/NOR_TXG_RPCH,"Norway Exports of Goods, % change"
ODA/NOR_GGR,"Norway General Government Revenue, USD Billions"
ODA/NOR_GGX_NGDP,"Norway General Government Total Expenditure, % of GDP"
ODA/PAK_NGDP_RPCH,"Pakistan GDP at Constant Prices, % change"
ODA/PLW_PCPIPCH,"Palau Inflation % change, Average Consumer Prices"
ODA/PLW_NGDPPC,"Palau GDP per Capita at Current Prices, LCU"
ODA/PAN_PPPSH,"Panama Share of World GDP based on PPP, %"
ODA/PAN_GGR_NGDP,"Panama General Government Revenue, % of GDP"
ODA/PAN_GGXWDN_NGDP,"Panama General Government Net Debt, % of GDP"
ODA/PNG_NGDP_D,Papua New Guinea GDP Deflator
ODA/PNG_GGXCNL_NGDP,"Papua New Guinea General Government Net Lending/Borrowing, % of GDP"
ODA/PNG_GGXONLB_NGDP,"Papua New Guinea General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/PRY_NGDPD,"Paraguay GDP at Current Prices, USD Billions"
ODA/PRY_GGX,"Paraguay General Government Total Expenditure, USD Billions"
ODA/PER_NGDP_R,"Peru GDP at Constant Prices, LCU Billions"
ODA/PER_TX_RPCH,"Peru Exports of Goods and services, % change"
ODA/PER_GGXCNL_NGDP,"Peru General Government Net Lending/Borrowing, % of GDP"
ODA/PRT_PCPIEPCH,"Portugal Inflation % change, End of Period Consumer Prices"
ODA/PRT_NGSD_NGDP,"Portugal Gross National Savings, % of GDP"
ODA/POL_LP,"Poland Population, Millions"
ODA/PRT_GGXCNL_NGDP,"Portugal General Government Net Lending/Borrowing, % of GDP"
ODA/RUS_PPPGDP,"Russia Country GDP based on PPP Valuation, USD Billions"
ODA/RWA_GGXWDG,"Rwanda General Government Gross Debt, USD Billions"
ODA/WSM_NGDP_D,Samoa GDP Deflator
ODA/SMR_GGX_NGDP,"San Marino General Government Total Expenditure, % of GDP"
ODA/SAU_GGXWDG,"Saudi Arabia General Government Gross Debt, USD Billions"
ODA/SEN_NGDPD,"Senegal GDP at Current Prices, USD Billions"
ODA/SEN_NGSD_NGDP,"Senegal Gross National Savings, % of GDP"
ODA/SYC_PPPPC,"Seychelles Per Capita GDP based on PPP Valuation, USD"
ODA/SYC_GGX_NGDP,"Seychelles General Government Total Expenditure, % of GDP"
ODA/SGP_LP,"Singapore Population, Millions"
ODA/SGP_NGDPRPC,"Singapore GDP per Capita at Constant Prices, LCU"
ODA/SVK_PCPIPCH,"Slovak Republic Inflation % change, Average Consumer Prices"
ODA/SVK_LE,"Slovak Republic Employment, Millions"
ODA/SVK_GGX_NGDP,"Slovak Republic General Government Total Expenditure, % of GDP"
ODA/SLB_NGDP_D,Solomon Islands GDP Deflator
ODA/SLB_NGDPDPC,"Solomon Islands GDP per Capita at Current Prices, USD"
ODA/SSD_NGDPPC,"South Sudan GDP per Capita at Current Prices, LCU"
ODA/ESP_PCPIPCH,"Spain Inflation % change, Average Consumer Prices"
ODA/LCA_TX_RPCH,"St. Lucia Exports of Goods and services, % change"
ODA/VCT_NGDPDPC,"St. Vincent and the Grenadines GDP per Capita at Current Prices, USD"
ODA/SUR_NGDP_D,Suriname GDP Deflator
ODA/SUR_BCA,"Suriname Current Account Balance, USD Billions"
ODA/SWZ_NGDPD,"Swaziland GDP at Current Prices, USD Billions"
ODA/SWZ_GGXWDN,"Swaziland General Government Net Debt, USD Billions"
ODA/SWE_NGDPD,"Sweden GDP at Current Prices, USD Billions"
ODA/SYR_NGDP,"Syria GDP at Current Prices, LCU Billions"
ODA/SYR_GGR,"Syria General Government Revenue, USD Billions"
ODA/SYR_TMG_RPCH,"Syria Imports of Goods, % change"
ODA/TWN_NID_NGDP,"Taiwan Province of China Total Investment, % of GDP"
ODA/THA_GGXONLB_NGDP,"Thailand General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/TLS_NGDPDPC,"Timor-Leste GDP per Capita at Current Prices, USD"
ODA/TON_NGDP_RPCH,"Tonga GDP at Constant Prices, % change"
ODA/TTO_NGDP_D,Trinidad and Tobago GDP Deflator
ODA/TTO_NGDPPC,"Trinidad and Tobago GDP per Capita at Current Prices, LCU"
ODA/TTO_GGXCNL_NGDP,"Trinidad and Tobago General Government Net Lending/Borrowing, % of GDP"
ODA/TUN_NGDP_R,"Tunisia GDP at Constant Prices, LCU Billions"
ODA/TUR_NGDP_D,Turkey GDP Deflator
ODA/TUR_GGR_NGDP,"Turkey General Government Revenue, % of GDP"
ODA/TUR_GGX_NGDP,"Turkey General Government Total Expenditure, % of GDP"
ODA/UKR_NGDPRPC,"Ukraine GDP per Capita at Constant Prices, LCU"
ODA/TKM_PCPIPCH,"Turkmenistan Inflation % change, Average Consumer Prices"
ODA/TKM_PCPIEPCH,"Turkmenistan Inflation % change, End of Period Consumer Prices"
ODA/TKM_TXG_RPCH,"Turkmenistan Exports of Goods, % change"
ODA/UGA_NGDP_RPCH,"Uganda GDP at Constant Prices, % change"
ODA/UKR_NGDP_D,Ukraine GDP Deflator
ODA/UKR_GGXWDN_NGDP,"Ukraine General Government Net Debt, % of GDP"
ODA/ARE_PCPIPCH,"United Arab Emirates Inflation % change, Average Consumer Prices"
ODA/ARE_BCA_NGDPD,"United Arab Emirates Current Account Balance, % of GDP"
ODA/GBR_NGDPDPC,"United Kingdom GDP per Capita at Current Prices, USD"
ODA/USA_PCPIEPCH,"United States Inflation % change, End of Period Consumer Prices"
ODA/UZB_BCA,"Uzbekistan Current Account Balance, USD Billions"
ODA/URY_GGXWDN_NGDP,"Uruguay General Government Net Debt, % of GDP"
ODA/VUT_NGDPRPC,"Vanuatu GDP per Capita at Constant Prices, LCU"
ODA/YEM_TMG_RPCH,"Yemen Imports of Goods, % change"
ODA/YEM_TM_RPCH,"Yemen Imports of Goods and services, % change"
ODA/ZMB_PPPPC,"Zambia Per Capita GDP based on PPP Valuation, USD"
ODA/ZMB_GGR_NGDP,"Zambia General Government Revenue, % of GDP"
ODA/ZWE_GGXONLB,"Zimbabwe General Government Primary Net Lending/Borrowing, USD Billions"
ODA/CYP_PCPIEPCH,"Cyprus Inflation % change, End of Period Consumer Prices"
ODA/LCA_GGXONLB_NGDP,"St. Lucia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MNE_NGDPPC,"Montenegro GDP per Capita at Current Prices, LCU"
ODA/PSHRI_USD,Shrimp Price
ODA/CHL_GGXONLB_NGDP,"Chile General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/LBY_NGDPD,"Libya GDP at Current Prices, USD Billions"
ODA/IND_NGDPRPC,"India GDP per Capita at Constant Prices, LCU"
ODA/MNG_BCA_NGDPD,"Mongolia Current Account Balance, % of GDP"
ODA/GTM_NGDP_RPCH,"Guatemala GDP at Constant Prices, % change"
ODA/BLR_NGDPRPC,"Belarus GDP per Capita at Constant Prices, LCU"
ODA/DMA_GGXWDN_NGDP,"Dominica General Government Net Debt, % of GDP"
ODA/MDV_NGDPPC,"Maldives GDP per Capita at Current Prices, LCU"
ODA/COD_GGXONLB_NGDP,"Democratic Republic of the Congo General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SEN_NGDPDPC,"Senegal GDP per Capita at Current Prices, USD"
ODA/ERI_PCPIEPCH,"Eritrea Inflation % change, End of Period Consumer Prices"
ODA/LUX_NGDPPC,"Luxembourg GDP per Capita at Current Prices, LCU"
ODA/MDG_NGDPRPC,"Madagascar GDP per Capita at Constant Prices, LCU"
ODA/LTU_GGXONLB_NGDP,"Lithuania General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/IRN_PCPIEPCH,"Islamic Republic of Iran Inflation % change, End of Period Consumer Prices"
ODA/ERI_NGDPRPC,"Eritrea GDP per Capita at Constant Prices, LCU"
ODA/CIV_NGDPPC,"Cote d'Ivoire GDP per Capita at Current Prices, LCU"
ODA/BTN_PCPIEPCH,"Bhutan Inflation % change, End of Period Consumer Prices"
ODA/BHS_NGDPRPC,"The Bahamas GDP per Capita at Constant Prices, LCU"
ODA/KWT_NGDPPC,"Kuwait GDP per Capita at Current Prices, LCU"
ODA/NOR_PCPIPCH,"Norway Inflation % change, Average Consumer Prices"
ODA/NIC_BCA_NGDPD,"Nicaragua Current Account Balance, % of GDP"
ODA/USA_GGX_NGDP,"United States General Government Total Expenditure, % of GDP"
ODA/LBR_PCPIEPCH,"Liberia Inflation % change, End of Period Consumer Prices"
ODA/HTI_NGDP,"Haiti GDP at Current Prices, LCU Billions"
ODA/KEN_LP,"Kenya Population, Millions"
ODA/BWA_NGDPDPC,"Botswana GDP per Capita at Current Prices, USD"
ODA/MMR_BCA_NGDPD,"Myanmar Current Account Balance, % of GDP"
ODA/CZE_BCA_NGDPD,"Czech Republic Current Account Balance, % of GDP"
ODA/MWI_NGDPDPC,"Malawi GDP per Capita at Current Prices, USD"
ODA/PHL_GGXONLB_NGDP,"Philippines General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/ZAF_GGR_NGDP,"South Africa General Government Revenue, % of GDP"
ODA/USA_FLIBOR6,"United States Six-month London Interbank Offered Rate (LIBOR), %"
ODA/PAN_GGXONLB_NGDP,"Panama General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BIH_NGDPPC,"Bosnia and Herzegovina GDP per Capita at Current Prices, LCU"
ODA/KIR_NGDPRPC,"Kiribati GDP per Capita at Constant Prices, LCU"
ODA/BFA_NGDPPC,"Burkina Faso GDP per Capita at Current Prices, LCU"
ODA/GNB_GGXONLB_NGDP,"Guinea-Bissau General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/KIR_BCA_NGDPD,"Kiribati Current Account Balance, % of GDP"
ODA/BLR_NGDPPC,"Belarus GDP per Capita at Current Prices, LCU"
ODA/SVK_GGXONLB_NGDP,"Slovak Republic General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/PER_NGDPRPC,"Peru GDP per Capita at Constant Prices, LCU"
ODA/ISL_NGDPRPC,"Iceland GDP per Capita at Constant Prices, LCU"
ODA/LTU_GGXWDN_NGDP,"Lithuania General Government Net Debt, % of GDP"
ODA/COG_NGDP_RPCH,"Republic of Congo GDP at Constant Prices, % change"
ODA/PRUBB_USD,Rubber Price
ODA/SMR_PCPIPCH,"San Marino Inflation % change, Average Consumer Prices"
ODA/ARG_NGDPRPC,"Argentina GDP per Capita at Constant Prices, LCU"
ODA/CAN_PCPIPCH,"Canada Inflation % change, Average Consumer Prices"
ODA/HND_BCA,"Honduras Current Account Balance, USD Billions"
ODA/TTO_BCA,"Trinidad and Tobago Current Account Balance, USD Billions"
ODA/ZMB_NGDPRPC,"Zambia GDP per Capita at Constant Prices, LCU"
ODA/UGA_NGDP_D,Uganda GDP Deflator
ODA/RUS_GGXONLB_NGDP,"Russia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BHS_NGDPPC,"The Bahamas GDP per Capita at Current Prices, LCU"
ODA/MOZ_NGDPPC,"Mozambique GDP per Capita at Current Prices, LCU"
ODA/EGY_NGDP_RPCH,"Egypt GDP at Constant Prices, % change"
ODA/NGA_NGDPPC,"Nigeria GDP per Capita at Current Prices, LCU"
ODA/PAN_NGDPRPC,"Panama GDP per Capita at Constant Prices, LCU"
ODA/LUX_NGDP_RPCH,"Luxembourg GDP at Constant Prices, % change"
ODA/BLZ_LP,"Belize Population, Millions"
ODA/JPN_NGDPPC,"Japan GDP per Capita at Current Prices, LCU"
ODA/GAB_NGDP_RPCH,"Gabon GDP at Constant Prices, % change"
ODA/IRQ_NGDP_D,Iraq GDP Deflator
ODA/MUS_NGDPPC,"Mauritius GDP per Capita at Current Prices, LCU"
ODA/PLOGSK_USD,Hard Logs Price
ODA/VEN_NGDPPC,"Venezuela GDP per Capita at Current Prices, LCU"
ODA/SDN_LP,"Sudan Population, Millions"
ODA/POILAPSP_USD,Blended Crude Oil Price
ODA/PNGASEU_USD,Germany  Natural Gas Price
ODA/SLV_PCPIPCH,"El Salvador Inflation % change, Average Consumer Prices"
ODA/MNE_GGR_NGDP,"Montenegro General Government Revenue, % of GDP"
ODA/BTN_NGDPRPC,"Bhutan GDP per Capita at Constant Prices, LCU"
ODA/JOR_LP,"Jordan Population, Millions"
ODA/KOR_NGDP_D,Korea GDP Deflator
ODA/QAT_NGDPRPC,"Qatar GDP per Capita at Constant Prices, LCU"
ODA/BRN_GGX_NGDP,"Brunei Darussalam General Government Total Expenditure, % of GDP"
ODA/CRI_PCPIPCH,"Costa Rica Inflation % change, Average Consumer Prices"
ODA/MKD_PCPIPCH,"FYR Macedonia Inflation % change, Average Consumer Prices"
ODA/BRB_GGR_NGDP,"Barbados General Government Revenue, % of GDP"
ODA/VUT_NGDP_D,Vanuatu GDP Deflator
ODA/TUV_GGX_NGDP,"Tuvalu General Government Total Expenditure, % of GDP"
ODA/CHN_NID_NGDP,"China Total Investment, % of GDP"
ODA/CHN_BCA_NGDPD,"China Current Account Balance, % of GDP"
ODA/LAO_NGDPD,"Lao P.D.R. GDP at Current Prices, USD Billions"
ODA/PRY_NGDP_D,Paraguay GDP Deflator
ODA/ITA_GGXWDG,"Italy General Government Gross Debt, USD Billions"
ODA/MDA_NGDPD,"Moldova GDP at Current Prices, USD Billions"
ODA/GRC_NGDP_D,Greece GDP Deflator
ODA/COG_PPPSH,"Republic of Congo Share of World GDP based on PPP, %"
ODA/TCD_PCPIPCH,"Chad Inflation % change, Average Consumer Prices"
ODA/HRV_PCPIPCH,"Croatia Inflation % change, Average Consumer Prices"
ODA/DZA_NGDPDPC,"Algeria GDP per Capita at Current Prices, USD"
ODA/BRB_NGDPRPC,"Barbados GDP per Capita at Constant Prices, LCU"
ODA/VNM_PCPIPCH,"Vietnam Inflation % change, Average Consumer Prices"
ODA/UGA_BCA_NGDPD,"Uganda Current Account Balance, % of GDP"
ODA/DMA_PCPIEPCH,"Dominica Inflation % change, End of Period Consumer Prices"
ODA/BRA_PCPIPCH,"Brazil Inflation % change, Average Consumer Prices"
ODA/PSUGAEEC_USD,Europe Sugar Price
ODA/PAK_PCPIPCH,"Pakistan Inflation % change, Average Consumer Prices"
ODA/MLT_LP,"Malta Population, Millions"
ODA/COM_BCA_NGDPD,"Comoros Current Account Balance, % of GDP"
ODA/BDI_NGDP_RPCH,"Burundi GDP at Constant Prices, % change"
ODA/BIH_NGDPRPC,"Bosnia and Herzegovina GDP per Capita at Constant Prices, LCU"
ODA/DMA_GGXONLB_NGDP,"Dominica General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/AZE_NGDP_RPCH,"Azerbaijan GDP at Constant Prices, % change"
ODA/LUX_BCA_NGDPD,"Luxembourg Current Account Balance, % of GDP"
ODA/COG_GGXWDN,"Republic of Congo General Government Net Debt, USD Billions"
ODA/LBN_NGDPRPC,"Lebanon GDP per Capita at Constant Prices, LCU"
ODA/NOR_NGDP_D,Norway GDP Deflator
ODA/CPV_GGX_NGDP,"Cabo Verde General Government Total Expenditure, % of GDP"
ODA/UZB_PCPIPCH,"Uzbekistan Inflation % change, Average Consumer Prices"
ODA/SLE_NGDPRPC,"Sierra Leone GDP per Capita at Constant Prices, LCU"
ODA/GRD_PCPIEPCH,"Grenada Inflation % change, End of Period Consumer Prices"
ODA/SDN_PCPIPCH,"Sudan Inflation % change, Average Consumer Prices"
ODA/CHL_GGXWDN_NGDP,"Chile General Government Net Debt, % of GDP"
ODA/FRA_PCPIPCH,"France Inflation % change, Average Consumer Prices"
ODA/TZA_PCPIPCH,"Tanzania Inflation % change, Average Consumer Prices"
ODA/FJI_NGDP_D,Fiji GDP Deflator
ODA/BGD_NGDP_D,Bangladesh GDP Deflator
ODA/MOZ_NGDPRPC,"Mozambique GDP per Capita at Constant Prices, LCU"
ODA/PWHEAMT_USD,Wheat Price
ODA/BRB_GGX_NGDP,"Barbados General Government Total Expenditure, % of GDP"
ODA/TUN_NGDPPC,"Tunisia GDP per Capita at Current Prices, LCU"
ODA/KHM_NID_NGDP,"Cambodia Total Investment, % of GDP"
ODA/FRA_NGDPPC,"France GDP per Capita at Current Prices, LCU"
ODA/CPV_GGR_NGDP,"Cabo Verde General Government Revenue, % of GDP"
ODA/PRT_LP,"Portugal Population, Millions"
ODA/ITA_GGX_NGDP,"Italy General Government Total Expenditure, % of GDP"
ODA/COG_GGXWDN_NGDP,"Republic of Congo General Government Net Debt, % of GDP"
ODA/NZL_PCPIPCH,"New Zealand Inflation % change, Average Consumer Prices"
ODA/BEN_NGDP_D,Benin GDP Deflator
ODA/KAZ_PCPIPCH,"Kazakhstan Inflation % change, Average Consumer Prices"
ODA/QAT_PPPSH,"Qatar Share of World GDP based on PPP, %"
ODA/SYC_NGDP_D,Seychelles GDP Deflator
ODA/ARG_NGDPPC,"Argentina GDP per Capita at Current Prices, LCU"
ODA/LAO_NGDPRPC,"Lao P.D.R. GDP per Capita at Constant Prices, LCU"
ODA/GTM_PCPIEPCH,"Guatemala Inflation % change, End of Period Consumer Prices"
ODA/MUS_PCPIPCH,"Mauritius Inflation % change, Average Consumer Prices"
ODA/OMN_NGDP_D,Oman GDP Deflator
ODA/ESP_NGDP_RPCH,"Spain GDP at Constant Prices, % change"
ODA/BHS_BCA_NGDPD,"The Bahamas Current Account Balance, % of GDP"
ODA/BTN_PCPIPCH,"Bhutan Inflation % change, Average Consumer Prices"
ODA/GUY_PCPIPCH,"Guyana Inflation % change, Average Consumer Prices"
ODA/TLS_NGDPPC,"Timor-Leste GDP per Capita at Current Prices, LCU"
ODA/PORANG_USD,Oranges Price
ODA/BRN_NGDP_D,Brunei Darussalam GDP Deflator
ODA/HRV_NGDPPC,"Croatia GDP per Capita at Current Prices, LCU"
ODA/QAT_NGDPPC,"Qatar GDP per Capita at Current Prices, LCU"
ODA/GRC_NGDPRPC,"Greece GDP per Capita at Constant Prices, LCU"
ODA/LAO_GGXONLB_NGDP,"Lao P.D.R. General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/KIR_PCPIPCH,"Kiribati Inflation % change, Average Consumer Prices"
ODA/SWZ_PCPIPCH,"Swaziland Inflation % change, Average Consumer Prices"
ODA/BLZ_BCA_NGDPD,"Belize Current Account Balance, % of GDP"
ODA/MDA_NGDPDPC,"Moldova GDP per Capita at Current Prices, USD"
ODA/LVA_PCPIPCH,"Latvia Inflation % change, Average Consumer Prices"
ODA/IND_NGDP_RPCH,"India GDP at Constant Prices, % change"
ODA/BHS_PCPIPCH,"The Bahamas Inflation % change, Average Consumer Prices"
ODA/ERI_PCPIPCH,"Eritrea Inflation % change, Average Consumer Prices"
ODA/USA_GGXONLB_NGDP,"United States General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/RUS_PCPIEPCH,"Russia Inflation % change, End of Period Consumer Prices"
ODA/KAZ_GGSB_NPGDP,"Kazakhstan General Government Structural Balance, % of GDP"
ODA/PAK_NGDP_D,Pakistan GDP Deflator
ODA/VEN_NGDP,"Venezuela GDP at Current Prices, LCU Billions"
ODA/MUS_GGR_NGDP,"Mauritius General Government Revenue, % of GDP"
ODA/SEN_GGX_NGDP,"Senegal General Government Total Expenditure, % of GDP"
ODA/SLB_GGXWDN_NGDP,"Solomon Islands General Government Net Debt, % of GDP"
ODA/GMB_NGDP_D,The Gambia GDP Deflator
ODA/LCA_NGDP_RPCH,"St. Lucia GDP at Constant Prices, % change"
ODA/ECU_GGX_NGDP,"Ecuador General Government Total Expenditure, % of GDP"
ODA/IDN_NGDPRPC,"Indonesia GDP per Capita at Constant Prices, LCU"
ODA/KHM_NGDPPC,"Cambodia GDP per Capita at Current Prices, LCU"
ODA/BDI_NGDPDPC,"Burundi GDP per Capita at Current Prices, USD"
ODA/KHM_NGDPDPC,"Cambodia GDP per Capita at Current Prices, USD"
ODA/KHM_GGR_NGDP,"Cambodia General Government Revenue, % of GDP"
ODA/COL_BCA_NGDPD,"Colombia Current Account Balance, % of GDP"
ODA/CMR_GGX_NGDP,"Cameroon General Government Total Expenditure, % of GDP"
ODA/CAF_NGDPPC,"Central African Republic GDP per Capita at Current Prices, LCU"
ODA/CHL_NGDPDPC,"Chile GDP per Capita at Current Prices, USD"
ODA/COL_PCPIPCH,"Colombia Inflation % change, Average Consumer Prices"
ODA/COL_NGDP_D,Colombia GDP Deflator
ODA/COD_NGDP_D,Democratic Republic of the Congo GDP Deflator
ODA/COG_NGDP_D,Republic of Congo GDP Deflator
ODA/COG_NGDPPC,"Republic of Congo GDP per Capita at Current Prices, LCU"
ODA/CRI_PCPIEPCH,"Costa Rica Inflation % change, End of Period Consumer Prices"
ODA/CRI_NGDP_RPCH,"Costa Rica GDP at Constant Prices, % change"
ODA/CYP_GGSB_NPGDP,"Cyprus General Government Structural Balance, % of GDP"
ODA/CYP_GGSB,"Cyprus General Government Structural Balance, USD Billions"
ODA/CZE_NGDPPC,"Czech Republic GDP per Capita at Current Prices, LCU"
ODA/DNK_NGDP_D,Denmark GDP Deflator
ODA/DNK_NGDPDPC,"Denmark GDP per Capita at Current Prices, USD"
ODA/DNK_PPPGDP,"Denmark Country GDP based on PPP Valuation, USD Billions"
ODA/DOM_NGDP_RPCH,"Dominican Republic GDP at Constant Prices, % change"
ODA/DOM_NGDPD,"Dominican Republic GDP at Current Prices, USD Billions"
ODA/ECU_GGXONLB_NGDP,"Ecuador General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/DMA_GGXWDG_NGDP,"Dominica General Government Gross Debt, % of GDP"
ODA/ECU_NGDP_RPCH,"Ecuador GDP at Constant Prices, % change"
ODA/ECU_PCPIPCH,"Ecuador Inflation % change, Average Consumer Prices"
ODA/LTU_GGXCNL_NGDP,"Lithuania General Government Net Lending/Borrowing, % of GDP"
ODA/ERI_BCA_NGDPD,"Eritrea Current Account Balance, % of GDP"
ODA/ETH_NGDPRPC,"Ethiopia GDP per Capita at Constant Prices, LCU"
ODA/ERI_GGXONLB_NGDP,"Eritrea General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/EST_PCPIPCH,"Estonia Inflation % change, Average Consumer Prices"
ODA/FJI_PCPIEPCH,"Fiji Inflation % change, End of Period Consumer Prices"
ODA/FJI_GGXONLB_NGDP,"Fiji General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/FIN_NID_NGDP,"Finland Total Investment, % of GDP"
ODA/FRA_GGSB_NPGDP,"France General Government Structural Balance, % of GDP"
ODA/FRA_GGXONLB_NGDP,"France General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GAB_GGXONLB_NGDP,"Gabon General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GMB_PCPIPCH,"The Gambia Inflation % change, Average Consumer Prices"
ODA/GRC_GGXONLB_NGDP,"Greece General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/LSO_NGDPPC,"Lesotho GDP per Capita at Current Prices, LCU"
ODA/GRC_NGDPPC,"Greece GDP per Capita at Current Prices, LCU"
ODA/GRC_GGX_NGDP,"Greece General Government Total Expenditure, % of GDP"
ODA/GRD_NGDPPC,"Grenada GDP per Capita at Current Prices, LCU"
ODA/GRD_GGXWDG_NGDP,"Grenada General Government Gross Debt, % of GDP"
ODA/GTM_NGDP_D,Guatemala GDP Deflator
ODA/GTM_NGDPPC,"Guatemala GDP per Capita at Current Prices, LCU"
ODA/GIN_NGDP_RPCH,"Guinea GDP at Constant Prices, % change"
ODA/GTM_GGXWDG,"Guatemala General Government Gross Debt, USD Billions"
ODA/GIN_NGDP_D,Guinea GDP Deflator
ODA/GIN_PPPSH,"Guinea Share of World GDP based on PPP, %"
ODA/GUY_NGDPDPC,"Guyana GDP per Capita at Current Prices, USD"
ODA/GUY_BCA,"Guyana Current Account Balance, USD Billions"
ODA/HTI_NGDPDPC,"Haiti GDP per Capita at Current Prices, USD"
ODA/HND_NGDPPC,"Honduras GDP per Capita at Current Prices, LCU"
ODA/HND_GGX_NGDP,"Honduras General Government Total Expenditure, % of GDP"
ODA/HND_GGXCNL_NGDP,"Honduras General Government Net Lending/Borrowing, % of GDP"
ODA/HND_BCA_NGDPD,"Honduras Current Account Balance, % of GDP"
ODA/HUN_PCPIEPCH,"Hungary Inflation % change, End of Period Consumer Prices"
ODA/HUN_GGXWDN_NGDP,"Hungary General Government Net Debt, % of GDP"
ODA/ISL_GGX_NGDP,"Iceland General Government Total Expenditure, % of GDP"
ODA/ISL_BCA_NGDPD,"Iceland Current Account Balance, % of GDP"
ODA/IRQ_PCPIPCH,"Iraq Inflation % change, Average Consumer Prices"
ODA/KAZ_NGDPPC,"Kazakhstan GDP per Capita at Current Prices, LCU"
ODA/ISR_BCA_NGDPD,"Israel Current Account Balance, % of GDP"
ODA/ITA_BCA_NGDPD,"Italy Current Account Balance, % of GDP"
ODA/JAM_NGDP_D,Jamaica GDP Deflator
ODA/JOR_NGDP_RPCH,"Jordan GDP at Constant Prices, % change"
ODA/JPN_NGDP,"Japan GDP at Current Prices, LCU Billions"
ODA/LBR_NGDPDPC,"Liberia GDP per Capita at Current Prices, USD"
ODA/KEN_GGR_NGDP,"Kenya General Government Revenue, % of GDP"
ODA/LSO_GGX_NGDP,"Lesotho General Government Total Expenditure, % of GDP"
ODA/KWT_NGDP_D,Kuwait GDP Deflator
ODA/KIR_PCPIEPCH,"Kiribati Inflation % change, End of Period Consumer Prices"
ODA/KGZ_NGDPPC,"Kyrgyz Republic GDP per Capita at Current Prices, LCU"
ODA/UVK_NGDP_D,Kosovo GDP Deflator
ODA/KWT_NGDPD,"Kuwait GDP at Current Prices, USD Billions"
ODA/LAO_LP,"Lao P.D.R. Population, Millions"
ODA/KWT_PCPIEPCH,"Kuwait Inflation % change, End of Period Consumer Prices"
ODA/KWT_GGR_NGDP,"Kuwait General Government Revenue, % of GDP"
ODA/LBN_NGDPDPC,"Lebanon GDP per Capita at Current Prices, USD"
ODA/KGZ_GGXONLB_NGDP,"Kyrgyz Republic General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BTN_GGX_NGDP,"Bhutan General Government Total Expenditure, % of GDP"
ODA/LAO_NGDPPC,"Lao P.D.R. GDP per Capita at Current Prices, LCU"
ODA/ATG_PCPIEPCH,"Antigua and Barbuda Inflation % change, End of Period Consumer Prices"
ODA/LTU_NGDP_D,Lithuania GDP Deflator
ODA/ARM_NGDPRPC,"Armenia GDP per Capita at Constant Prices, LCU"
ODA/AUS_NGDPDPC,"Australia GDP per Capita at Current Prices, USD"
ODA/AUT_NGDPPC,"Austria GDP per Capita at Current Prices, LCU"
ODA/AZE_PCPIPCH,"Azerbaijan Inflation % change, Average Consumer Prices"
ODA/BHS_GGXONLB_NGDP,"The Bahamas General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/AZE_GGXONLB_NGDP,"Azerbaijan General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BGD_NGDPRPC,"Bangladesh GDP per Capita at Constant Prices, LCU"
ODA/BEL_GGXONLB_NGDP,"Belgium General Government Primary Net Lending/Borrowing, % of GDP Billions"
