id,dataset_code,database_code,name,description,refreshed_at,newest_available_date,oldest_available_date,column_names,frequency,type,premium,database_id
23648035,BIH_GGXONLB_NGDP,ODA,"Bosnia and Herzegovina General Government Primary Net Lending/Borrowing, % of GDP Billions","Bosnia and Herzegovina General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:02 UTC,2020-12-31,1998-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648042,BWA_GGSB,ODA,"Botswana General Government Structural Balance, USD Billions","Botswana General Government Structural Balance, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2012 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  The structural budget balance refers to the general government cyclically adjusted balance adjusted for nonstructural elements beyond the economic cycle. These include temporary financial sector and asset price movements as well as one-off, or temporary, revenue or expenditure items. The cyclically adjusted balance is the fiscal balance adjusted for the effects of the economic cycle; see, for example, A. Fedelino. A. Ivanova and M. Horton ?Computing Cyclically Adjusted Balances and Automatic Stabilizers? IMF Technical Guidance Note No. 5, http://www.imf.org/external/pubs/ft/tnm/2009/tnm0905.pdf.  Source: Ministry of Finance or Treasury Latest actual data: 2011/12 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 09/2015.",2015-12-18 17:19:02 UTC,2020-12-31,2000-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648056,BRN_GGXONLB,ODA,"Brunei Darussalam General Government Primary Net Lending/Borrowing, USD Billions","Brunei Darussalam General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014. Latest observation Dec. 2014 Fiscal assumptions: Value added from energy sector and expected fiscal policies. Start/end months of reporting year: January/December. BRN team reports fiscal sector data on calendar year basis. Starting 2004, Brunei's fiscal year changed from January/December to April/March; however, we do not have longer series for FY basis data. GFS Manual used: Other Basis of recording: Cash General government includes: Central Government;. Budgetary central govt. Valuation of public debt: No liabilities Primary domestic currency: Brunei dollar Data last updated: 09/2015.",2015-12-18 17:19:03 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648057,BRN_GGXONLB_NGDP,ODA,"Brunei Darussalam General Government Primary Net Lending/Borrowing, % of GDP Billions","Brunei Darussalam General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:03 UTC,2020-12-31,1985-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648105,CMR_GGXONLB_NGDP,ODA,"Cameroon General Government Primary Net Lending/Borrowing, % of GDP Billions","Cameroon General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:07 UTC,2020-12-31,2000-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648106,CMR_GGXONLB,ODA,"Cameroon General Government Primary Net Lending/Borrowing, USD Billions","Cameroon General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Actual fiscal data and WEO projections Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;Nonfinancial Public Corporation; Valuation of public debt: Current market value Primary domestic currency: CFA franc Data last updated: 09/2015.",2015-12-18 17:19:07 UTC,2020-12-31,2000-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648134,CHN_GGXONLB_NGDP,ODA,"China General Government Primary Net Lending/Borrowing, % of GDP Billions","China General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:10 UTC,2020-12-31,1989-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648139,CHN_GGXONLB,ODA,"China General Government Primary Net Lending/Borrowing, USD Billions","China General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury. Ministry of Finance (data retrieved from CEIC) and National Audit Office (NAO) (data obtained from NAO audit report) Latest actual data: 2014 Notes: Fiscal Balance: Data differ from official figures released by China?s Ministry of Finance mainly because of a difference in treatment of net contributions to the other accounts (e.g. Budget Stabilization Fund). General Government Debt: Data differ from official figures released by China?s Ministry of Finance because IMF numbers include, from 2010 onward, the stock of local government debt outstanding as reported in the June 2011 National Audit Office Report. For subsequent years, we have followed the amortization schedule outlined in the same report. Fiscal assumptions: The pace of fiscal consolidation is likely to be more gradual, reflecting reforms to strengthen social safety nets and the social security system announced as part of the Third Plenum reform agenda. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Authorities do not publish in GFS Manual 2001. Data estimated by staff. Basis of recording: Cash General government includes: Central Government;Local Government;. Includes adjustments of stabilization fund, social security fund, and government-managed funds. Valuation of public debt: Face value Primary domestic currency: Chinese yuan Data last updated: 09/2015.",2015-12-18 17:19:10 UTC,2020-12-31,1989-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648151,COM_GGXONLB_NGDP,ODA,"Comoros General Government Primary Net Lending/Borrowing, % of GDP Billions","Comoros General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:11 UTC,2020-12-31,1984-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648152,COM_GGXONLB,ODA,"Comoros General Government Primary Net Lending/Borrowing, USD Billions","Comoros General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash for expenditures, accrual for revenues General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Comorian franc Data last updated: 08/2015.",2015-12-18 17:19:11 UTC,2020-12-31,1984-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648206,DJI_GGXONLB_NGDP,ODA,"Djibouti General Government Primary Net Lending/Borrowing, % of GDP Billions","Djibouti General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:16 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648207,DJI_GGXONLB,ODA,"Djibouti General Government Primary Net Lending/Borrowing, USD Billions","Djibouti General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Notes: GGE serie was changed as of July 2011 = current expenditure (before = total expenditure) Fiscal assumptions: Desk projections in absence of projections from authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Djibouti franc Data last updated: 09/2015.",2015-12-18 17:19:16 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648225,ECU_GGXONLB,ODA,"Ecuador General Government Primary Net Lending/Borrowing, USD Billions","Ecuador General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Source: Central Bank and Ministry of Finance Latest actual data: 2014 Fiscal assumptions: All the fiscal series are based on 1986 methodology. The authorities have adopted a non-standard accounting methodology for budgetary purposes. Staff does not use this methodology. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds;Nonfinancial Public Corporation Primary domestic currency: U.S. dollar Data last updated: 09/2015.",2015-12-18 17:19:17 UTC,2020-12-31,1993-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648226,ECU_GGXONLB_NGDP,ODA,"Ecuador General Government Primary Net Lending/Borrowing, % of GDP Billions","Ecuador General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:18 UTC,2020-12-31,1993-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648237,SLV_GGXONLB,ODA,"El Salvador General Government Primary Net Lending/Borrowing, USD Billions","El Salvador General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Current market value Primary domestic currency: U.S. dollar Data last updated: 09/2015.",2015-12-18 17:19:19 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648238,SLV_GGXONLB_NGDP,ODA,"El Salvador General Government Primary Net Lending/Borrowing, % of GDP Billions","El Salvador General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:19 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648246,GNQ_GGXONLB,ODA,"Equatorial Guinea General Government Primary Net Lending/Borrowing, USD Billions","Equatorial Guinea General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance and Budget Latest actual data: 2014 Fiscal assumptions: Actual fiscal data and WEO projections Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;. State/local government and other public institution are not covered due to limited information. Valuation of public debt: Nominal value Primary domestic currency: CFA franc Data last updated: 09/2015.",2015-12-18 17:19:20 UTC,2020-12-31,1984-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648247,GNQ_GGXONLB_NGDP,ODA,"Equatorial Guinea General Government Primary Net Lending/Borrowing, % of GDP Billions","Equatorial Guinea General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:20 UTC,2020-12-31,1984-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648255,ERI_GGXONLB,ODA,"Eritrea General Government Primary Net Lending/Borrowing, USD Billions","Eritrea General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2008 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2008 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Eritrean nakfa Data last updated: 08/2015.",2015-12-18 17:19:20 UTC,2020-12-31,1992-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648259,ERI_GGXONLB_NGDP,ODA,"Eritrea General Government Primary Net Lending/Borrowing, % of GDP Billions","Eritrea General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2008 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:20 UTC,2020-12-31,1992-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648271,ETH_GGXONLB,ODA,"Ethiopia General Government Primary Net Lending/Borrowing, USD Billions","Ethiopia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013/14 Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Nonfinancial Public Corporation; Valuation of public debt: Nominal value Primary domestic currency: Ethiopian birr Data last updated: 09/2015.",2015-12-18 17:19:21 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648272,ETH_GGXONLB_NGDP,ODA,"Ethiopia General Government Primary Net Lending/Borrowing, % of GDP Billions","Ethiopia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:21 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648283,FJI_GGXONLB,ODA,"Fiji General Government Primary Net Lending/Borrowing, USD Billions","Fiji General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Face value Primary domestic currency: Fiji dollar Data last updated: 09/2015.",2015-12-18 17:19:21 UTC,2020-12-31,1992-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648284,FJI_GGXONLB_NGDP,ODA,"Fiji General Government Primary Net Lending/Borrowing, % of GDP Billions","Fiji General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:21 UTC,2020-12-31,1992-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648298,GAB_GGXONLB_NGDP,ODA,"Gabon General Government Primary Net Lending/Borrowing, % of GDP Billions","Gabon General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:23 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648299,GAB_GGXONLB,ODA,"Gabon General Government Primary Net Lending/Borrowing, USD Billions","Gabon General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: IMF Staff Estimates Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: CFA franc Data last updated: 09/2015.",2015-12-18 17:19:23 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648311,GEO_GGXONLB,ODA,"Georgia General Government Primary Net Lending/Borrowing, USD Billions","Georgia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;Local Government; Valuation of public debt: Nominal value Primary domestic currency: Georgian lari Data last updated: 09/2015.",2015-12-18 17:19:25 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648312,GEO_GGXONLB_NGDP,ODA,"Georgia General Government Primary Net Lending/Borrowing, % of GDP Billions","Georgia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:25 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648321,GHA_GGXONLB,ODA,"Ghana General Government Primary Net Lending/Borrowing, USD Billions","Ghana General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Local Government; Valuation of public debt: Face value Primary domestic currency: Ghanaian cedi Data last updated: 08/2015.",2015-12-18 17:19:26 UTC,2020-12-31,1981-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648323,GHA_GGXONLB_NGDP,ODA,"Ghana General Government Primary Net Lending/Borrowing, % of GDP Billions","Ghana General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:25 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648363,HTI_NID_NGDP,ODA,"Haiti Total Investment, % of GDP","Haiti Total Investment, % of GDP.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2015 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Expressed as a ratio of total investment in current local currency and GDP in current local currency. Investment or gross capital formation is measured by the total value of the gross fixed capital formation and changes in inventories and acquisitions less disposals of valuables for a unit or sector. [SNA 1993]  Source: National Statistics Office Latest actual data: 2014/15 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: October/September Base year: 1987. Fiscal year 1986-1987 Chain-weighted: No Primary domestic currency: Haitian gourde Data last updated: 09/2015.",2015-12-18 17:19:30 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648368,HTI_GGSB,ODA,"Haiti General Government Structural Balance, USD Billions","Haiti General Government Structural Balance, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  The structural budget balance refers to the general government cyclically adjusted balance adjusted for nonstructural elements beyond the economic cycle. These include temporary financial sector and asset price movements as well as one-off, or temporary, revenue or expenditure items. The cyclically adjusted balance is the fiscal balance adjusted for the effects of the economic cycle; see, for example, A. Fedelino. A. Ivanova and M. Horton ?Computing Cyclically Adjusted Balances and Automatic Stabilizers? IMF Technical Guidance Note No. 5, http://www.imf.org/external/pubs/ft/tnm/2009/tnm0905.pdf.  Source: Ministry of Finance Latest actual data: 2012/13 Notes: General Government only includes Central Government Start/end months of reporting year: October/September GFS Manual used: 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Haitian gourde Data last updated: 02/2015.",2015-07-29 14:06:53 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648372,HTI_GGXONLB_NGDP,ODA,"Haiti General Government Primary Net Lending/Borrowing, % of GDP Billions","Haiti General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2015 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:30 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648373,HTI_GGXONLB,ODA,"Haiti General Government Primary Net Lending/Borrowing, USD Billions","Haiti General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2015 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014/15 Notes: General Government only includes Central Government Start/end months of reporting year: October/September GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Haitian gourde Data last updated: 09/2015.",2015-12-18 17:19:30 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648374,HTI_GGSB_NPGDP,ODA,"Haiti General Government Structural Balance, % of GDP","Haiti General Government Structural Balance, % of GDP.  Units: Percent of potential GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  The structural budget balance refers to the general government cyclically adjusted balance adjusted for nonstructural elements beyond the economic cycle. These include temporary financial sector and asset price movements as well as one-off, or temporary, revenue or expenditure items. The cyclically adjusted balance is the fiscal balance adjusted for the effects of the economic cycle; see, for example, A. Fedelino. A. Ivanova and M. Horton ?Computing Cyclically Adjusted Balances and Automatic Stabilizers? IMF Technical Guidance Note No. 5, http://www.imf.org/external/pubs/ft/tnm/2009/tnm0905.pdf.  See notes for:  General government structural balance (National currency)..",2015-07-29 14:06:53 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
